,0
0,0.5
1,0.5024978518486023
2,0.5007776618003845
3,0.4987071752548218
4,0.499580979347229
5,0.5011245608329773
6,0.5029720067977905
7,0.5050120949745178
8,0.5071893334388733
9,0.5094310641288757
10,0.5115482211112976
11,0.5132261514663696
12,0.5141434073448181
13,0.5143002867698669
14,0.5137883424758911
15,0.5127576589584351
16,0.5112937688827515
17,0.5095037221908569
18,0.5074706077575684
19,0.5052385926246643
20,0.5028480291366577
21,0.5003290176391602
22,0.49771246314048767
23,0.4950520694255829
24,0.492367684841156
25,0.4896964430809021
26,0.4870385527610779
27,0.4843829572200775
28,0.4815957546234131
29,0.47871312499046326
30,0.4757751226425171
31,0.4727762043476105
32,0.46972256898880005
33,0.46659141778945923
34,0.463381290435791
35,0.46010011434555054
36,0.4567614197731018
37,0.45338600873947144
38,0.44999071955680847
39,0.4466002285480499
40,0.443233460187912
41,0.4398985803127289
42,0.43657755851745605
43,0.4332292377948761
44,0.4298865795135498
45,0.42657700181007385
46,0.4233196973800659
47,0.4201319217681885
48,0.4170299768447876
49,0.41404834389686584
50,0.4111770987510681
51,0.4084060490131378
52,0.40572360157966614
53,0.4031529724597931
54,0.40065693855285645
55,0.3982309401035309
56,0.3958788216114044
57,0.39353013038635254
58,0.3911922574043274
59,0.3888985216617584
60,0.38672178983688354
61,0.38462820649147034
62,0.3826294541358948
63,0.38072469830513
64,0.37884387373924255
65,0.3769853115081787
66,0.3751959204673767
67,0.37348634004592896
68,0.3718128800392151
69,0.3701384663581848
70,0.36847037076950073
71,0.3668433427810669
72,0.36529049277305603
73,0.3638685345649719
74,0.3625594675540924
75,0.36132416129112244
76,0.3601404130458832
77,0.35907745361328125
78,0.3582693934440613
79,0.3578867018222809
80,0.358081579208374
81,0.35890501737594604
82,0.3602941036224365
83,0.36200934648513794
84,0.3638658821582794
85,0.36576661467552185
86,0.3676810562610626
87,0.36959072947502136
88,0.37139925360679626
89,0.37303924560546875
90,0.37453511357307434
91,0.37587299942970276
92,0.37704983353614807
93,0.37804052233695984
94,0.3788364827632904
95,0.3794634938240051
96,0.3799564242362976
97,0.3803342878818512
98,0.3806059956550598
99,0.3807745575904846
100,0.38084444403648376
101,0.3808210790157318
102,0.38070839643478394
103,0.38051825761795044
104,0.3802623450756073
105,0.37994593381881714
106,0.3795680105686188
107,0.3791365325450897
108,0.37866026163101196
109,0.37814846634864807
110,0.3776097297668457
111,0.37704598903656006
112,0.37645605206489563
113,0.3758388161659241
114,0.3751939833164215
115,0.3745206296443939
116,0.3738199472427368
117,0.37309250235557556
118,0.3723407983779907
119,0.3715665936470032
120,0.370773047208786
121,0.36996227502822876
122,0.3691347539424896
123,0.3682941496372223
124,0.3674466907978058
125,0.3665964603424072
126,0.365747332572937
127,0.36489468812942505
128,0.3640345335006714
129,0.3631642162799835
130,0.36228489875793457
131,0.36139753460884094
132,0.36050164699554443
133,0.35959798097610474
134,0.3586839735507965
135,0.3577592968940735
136,0.35682806372642517
137,0.3558911085128784
138,0.3549473285675049
139,0.35399511456489563
140,0.3530401289463043
141,0.35208362340927124
142,0.3511209487915039
143,0.3501456081867218
144,0.3491497039794922
145,0.3481399714946747
146,0.34712210297584534
147,0.3460994064807892
148,0.34506991505622864
149,0.34403693675994873
150,0.3430016040802002
151,0.3419681191444397
152,0.34093526005744934
153,0.3399052023887634
154,0.33887624740600586
155,0.3378455638885498
156,0.3368019461631775
157,0.3357364237308502
158,0.3346560001373291
159,0.33356472849845886
160,0.3324701488018036
161,0.3313736319541931
162,0.33027878403663635
163,0.3291836380958557
164,0.3280948996543884
165,0.3270080089569092
166,0.3259144723415375
167,0.324807345867157
168,0.3236827850341797
169,0.32253989577293396
170,0.3213860094547272
171,0.32023385167121887
172,0.3190873861312866
173,0.3179459273815155
174,0.3168085813522339
175,0.31567198038101196
176,0.3145386874675751
177,0.31340426206588745
178,0.31226474046707153
179,0.31111863255500793
180,0.3099721372127533
181,0.3088236451148987
182,0.30767035484313965
183,0.30651038885116577
184,0.30534827709198
185,0.30419284105300903
186,0.30304431915283203
187,0.30189797282218933
188,0.30075305700302124
189,0.29961317777633667
190,0.29846492409706116
191,0.29730767011642456
192,0.29614514112472534
193,0.2949804365634918
194,0.2938210070133209
195,0.2926636040210724
196,0.2915026843547821
197,0.29034823179244995
198,0.28920549154281616
199,0.2879638075828552
200,0.2868131399154663
