,0
0,0.5
1,0.4975000023841858
2,0.49500101804733276
3,0.4926756024360657
4,0.4905143678188324
5,0.48850300908088684
6,0.48663243651390076
7,0.48491889238357544
8,0.4833591878414154
9,0.48194238543510437
10,0.4806671142578125
11,0.47952285408973694
12,0.4784998595714569
13,0.4775869846343994
14,0.4767740070819855
15,0.4760531187057495
16,0.4754156172275543
17,0.474852591753006
18,0.47435641288757324
19,0.47392067313194275
20,0.473539263010025
21,0.473206102848053
22,0.4729166030883789
23,0.47266632318496704
24,0.47245028614997864
25,0.47226521372795105
26,0.47210749983787537
27,0.47197437286376953
28,0.4718629717826843
29,0.47177135944366455
30,0.4716973900794983
31,0.4716390371322632
32,0.4715949296951294
33,0.4715632200241089
34,0.47154274582862854
35,0.47153225541114807
36,0.471530556678772
37,0.4715367257595062
38,0.47155001759529114
39,0.47156980633735657
40,0.4715951383113861
41,0.471625417470932
42,0.4716600477695465
43,0.4716983437538147
44,0.47173982858657837
45,0.4717840850353241
46,0.47183069586753845
47,0.4718795120716095
48,0.47193029522895813
49,0.47198259830474854
50,0.47203630208969116
51,0.47209134697914124
52,0.47214746475219727
53,0.472204327583313
54,0.47226202487945557
55,0.4723201394081116
56,0.472378671169281
57,0.4724375009536743
58,0.4724965989589691
59,0.4725557863712311
60,0.47261515259742737
61,0.47267454862594604
62,0.4727340042591095
63,0.47279345989227295
64,0.4728529453277588
65,0.47291234135627747
66,0.4729718565940857
67,0.4730313718318939
68,0.4730908274650574
69,0.473150372505188
70,0.47320985794067383
71,0.47326937317848206
72,0.4733288288116455
73,0.47338834404945374
74,0.4734477698802948
75,0.47350719571113586
76,0.4735667407512665
77,0.4736262261867523
78,0.4736858606338501
79,0.47374555468559265
80,0.47380533814430237
81,0.4738653004169464
82,0.47392538189888
83,0.47398558259010315
84,0.47404593229293823
85,0.47410643100738525
86,0.4741671085357666
87,0.4742279648780823
88,0.47428902983665466
89,0.4743503928184509
90,0.47441190481185913
91,0.47447365522384644
92,0.4745355546474457
93,0.4745977222919464
94,0.47466009855270386
95,0.474722683429718
96,0.4747854471206665
97,0.4748484492301941
98,0.4749116599559784
99,0.47497519850730896
100,0.47503897547721863
101,0.47510308027267456
102,0.475167453289032
103,0.4752320647239685
104,0.47529688477516174
105,0.47536206245422363
106,0.4754274785518646
107,0.4754931926727295
108,0.4755591154098511
109,0.4756254553794861
110,0.4756920039653778
111,0.4757588803768158
