,0,1,2
0,0.58439654,1.5349612,-1.0768485
1,1.9166114,-3.673063,-0.14867231
2,1.2831712,-1.1696705,-1.4272487
3,4.290336,4.078297,-3.3841016
4,0.18804032,-2.94079,0.6652192
5,4.6799865,1.3782039,-3.1555524
6,3.318612,0.765327,-3.279872
7,2.1386259,-1.6047101,-1.3459837
8,1.3124554,-1.1639115,-1.7946484
9,0.9037166,-1.3404602,-1.1451311
10,3.2698927,-1.0050228,-3.1636407
11,2.5544326,-1.1560564,-2.3369226
12,2.1579607,-3.975133,-0.57509965
13,0.6491185,-2.6332946,-0.17714226
14,0.9883004,-1.2452393,0.4399181
15,0.36183017,2.8485563,-2.1254513
16,1.4523132,-2.414688,-0.011870801
17,3.061703,1.0436587,-2.6037066
18,1.9556279,-3.4279046,-1.3099551
19,0.7262828,-0.20272547,-0.6612465
20,-1.7590458,-1.7998734,1.5219638
21,0.64987713,-1.9158783,-0.56427544
22,-0.46682948,-0.9108715,-0.40568876
23,-0.2150014,-0.2366646,0.15835309
24,2.277827,-3.1589644,-1.756686
25,-0.6896661,-2.0660987,1.8627496
26,2.7351813,-3.6469297,-1.1296337
27,0.22249383,-0.2873047,0.35881162
28,4.6486936,-0.040188044,-4.039563
29,0.8261226,-1.8296826,-0.734718
30,1.8813851,-0.4679026,-3.013505
31,-0.31071663,-0.8538294,-0.49804384
32,1.4797633,1.4800785,-2.3822582
33,-1.2356157,-2.012592,1.0616069
34,1.5906937,-0.42745388,-1.9184527
35,2.739103,0.59209114,-3.3803432
36,1.6673255,-2.5304322,-0.5033472
37,0.95802194,-0.62887096,-1.59444
38,2.6545227,-4.2027607,-1.1970661
39,0.8461674,-1.4055884,-1.1462297
40,2.6193862,-1.8998811,-2.5334823
41,-0.18521559,-1.1113849,0.46463656
42,-0.36987022,-1.4037194,0.07350658
43,3.2587934,-2.3381984,-0.81101584
44,9.096627,-1.338094,-7.021594
45,4.683474,-4.950104,-2.7008002
46,2.685379,-2.8491545,-1.4125288
47,-0.932757,-0.35086763,-0.06148061
48,5.4782786,2.7343807,-4.686502
49,2.8411634,-2.2659085,-0.107744336
50,4.6677504,-2.1576626,-3.8888452
51,1.6578584,-1.24745,-2.1287851
52,0.9729511,-2.4083593,-0.7025845
53,3.3760762,2.6340919,-2.3311732
54,-0.36923704,0.10318564,-2.162761
55,-1.1067294,-1.781621,0.63222915
56,1.5618038,-2.8212628,-0.5228259
57,0.94387096,-1.5700917,-0.26752523
58,-0.18098694,-3.1188548,-0.3211738
59,0.7602872,-1.1230009,-1.1080523
60,-0.087703586,0.54764575,-1.1788812
61,-0.90796375,-1.5572345,0.6830668
62,-0.863576,-0.8847867,-0.13093424
