,0,1,2
0,0.6430834,1.6276957,-1.1002096
1,1.946593,-3.7437444,-0.14645284
2,1.3791893,-1.1402489,-1.479719
3,4.3108935,4.3740993,-3.4755914
4,0.16595769,-3.0018392,0.6822038
5,4.696346,1.5593623,-3.1799188
6,3.344909,0.84966683,-3.2329707
7,2.1500185,-1.6466832,-1.3489455
8,1.3367753,-1.1975642,-1.7926457
9,0.9013701,-1.4441316,-1.1177174
10,3.2902162,-1.0673203,-3.1440408
11,2.5528617,-1.1840054,-2.3599303
12,2.2469397,-4.168583,-0.58613545
13,0.6675435,-2.6488369,-0.16328818
14,1.0083718,-1.3001063,0.46835247
15,0.37226874,2.760848,-2.1350245
16,1.459924,-2.4542055,-0.00027556717
17,3.0525024,1.0459374,-2.6281233
18,1.9966502,-3.5269608,-1.3182138
19,0.81757694,-0.15187576,-0.7009817
20,-1.8367581,-1.8174986,1.5444494
21,0.6715812,-1.948974,-0.5654928
22,-0.4500637,-0.8749255,-0.4320355
23,-0.18647164,-0.2885349,0.15600887
24,2.3188515,-3.2333071,-1.7699425
25,-0.7775018,-2.1892958,1.8682114
26,2.8213117,-3.7712054,-1.1147623
27,0.29268175,-0.26923028,0.34546706
28,4.6870303,0.0048487484,-4.0315413
29,0.8534736,-1.8506805,-0.73406786
30,1.8535078,-0.56109476,-2.988705
31,-0.27115518,-0.8568245,-0.49882752
32,1.4508865,1.4573576,-2.3379083
33,-1.262144,-2.0770028,1.0541997
34,1.5328944,-0.42660543,-1.9207095
35,2.8105624,0.6069261,-3.4106965
36,1.6423738,-2.6520615,-0.42586643
37,1.0109649,-0.6888002,-1.5959787
38,2.672368,-4.3678694,-1.1821197
39,0.81845635,-1.5026395,-1.1166525
40,2.602833,-1.9839185,-2.4914114
41,-0.21175247,-1.1465973,0.49259317
42,-0.36899465,-1.3943933,0.06061726
43,3.3324683,-2.4079244,-0.8288366
44,9.267335,-1.2938449,-7.130885
45,4.7966576,-5.137067,-2.7443967
46,2.6947389,-2.9432697,-1.4286047
47,-0.9740139,-0.372798,-0.04276357
48,5.5087547,2.9327874,-4.729515
49,2.8769424,-2.2221558,-0.12871662
50,4.7041078,-2.205749,-3.8988385
51,1.7016704,-1.2731775,-2.1466658
52,1.0091014,-2.3993745,-0.7085176
53,3.359176,2.6602616,-2.3719208
54,-0.38458878,0.063292384,-2.1574404
55,-1.1111066,-1.7964867,0.58351344
56,1.5960407,-2.9104552,-0.4825408
57,1.0447295,-1.5796949,-0.25993067
58,-0.17936546,-3.210967,-0.31625676
59,0.84167546,-1.1003016,-1.1209959
60,-0.031158328,0.49756193,-1.1821147
61,-0.9647846,-1.6289871,0.67178
62,-0.8579812,-0.94460213,-0.09992438
