,0,1,2
0,0.56942356,1.4186025,-1.0454904
1,1.9974432,-3.6477551,-0.15541907
2,1.279603,-1.2003092,-1.3868715
3,4.2354093,3.932609,-3.300455
4,0.18711787,-2.923562,0.7072144
5,4.631474,1.34522,-3.0949442
6,3.2436337,0.6596794,-3.247849
7,2.1374593,-1.5992249,-1.2944086
8,1.2507789,-1.1887506,-1.7310947
9,0.84370875,-1.3273869,-1.1156337
10,3.1962523,-1.0031382,-3.1452277
11,2.4110541,-1.1738342,-2.2122605
12,2.0737681,-3.9418826,-0.5297319
13,0.714628,-2.6174154,-0.15764655
14,0.96825564,-1.2359271,0.46037197
15,0.30573976,2.7839646,-2.1124089
16,1.4476023,-2.4481058,0.0520311
17,2.9923244,0.97639155,-2.544079
18,1.9065962,-3.2941666,-1.281611
19,0.7197957,-0.20674357,-0.64375395
20,-1.7013521,-1.8405708,1.5576477
21,0.64764273,-1.9251,-0.5221345
22,-0.41208595,-0.93181694,-0.36353576
23,-0.17077851,-0.26859462,0.13303162
24,2.2630963,-3.1312356,-1.7100403
25,-0.66551065,-1.9418801,1.8916807
26,2.712838,-3.607152,-1.1041033
27,0.18583322,-0.27919513,0.36585414
28,4.555636,-0.048010588,-3.9875455
29,0.8122612,-1.8125008,-0.7363489
30,1.8265536,-0.46207905,-2.9846466
31,-0.3489098,-0.8340651,-0.48743004
32,1.2960844,1.3629847,-2.2726743
33,-1.1870863,-1.9894353,1.0986464
34,1.5576637,-0.4713362,-1.8334441
35,2.5837867,0.48254576,-3.3018665
36,1.6553564,-2.5666919,-0.43952382
37,0.9322163,-0.6193743,-1.5902756
38,2.6217408,-4.066876,-1.188378
39,0.73537946,-1.3456161,-1.094105
40,2.5653312,-1.9430302,-2.4780724
41,-0.19760793,-1.1427029,0.48932362
42,-0.31996518,-1.3633057,0.09139824
43,3.1894126,-2.2536554,-0.79305816
44,8.844873,-1.2521418,-6.8881855
45,4.5634346,-4.841493,-2.600355
46,2.679174,-2.7647467,-1.3630235
47,-0.94529307,-0.40603775,0.038298257
48,5.355622,2.563662,-4.58345
49,2.76553,-2.2944384,-0.023213312
50,4.621033,-2.048306,-3.8744535
51,1.6784849,-1.2349783,-2.1122165
52,0.97523916,-2.4136329,-0.67943585
