,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.9511841,0.4456813,0.33474666,0.89439094,0.18712977,0.27601713,0.1307313,0.55816174,0.0,0.0,0.086164206,0.93619084,0.32534483,1.0746199,0.9098332,0.24498159,0.8292971,0.80744094,0.14490655,0.7431113
1,1.630194,0.9477619,0.0,1.3522074,0.0015945435,0.0,0.033053398,0.48388445,0.0,0.0,0.09738954,1.1788082,0.0,1.4778073,1.3810923,0.025851607,1.2106798,1.2977717,0.0,0.6623056
2,0.97858953,0.5051203,0.3859096,0.8502128,0.27212575,0.29840487,0.21976969,0.6490939,0.0,0.0,0.09423593,0.8799195,0.36282116,1.1360269,0.8671799,0.3368116,0.77252424,0.7835686,0.23676147,0.7749758
3,0.5843829,0.19865029,0.5450034,0.65593934,0.343779,0.46503034,0.2246356,0.59371245,0.0,0.0,0.091699764,0.75928015,0.5199798,0.8190444,0.6414284,0.42491922,0.6247795,0.53803694,0.29818776,0.7598319
4,1.2760713,0.5848921,0.22336054,0.98590416,0.0,0.16789556,0.0,0.6608702,0.0,0.0,0.029973954,1.2533369,0.24174881,1.550245,1.146884,0.0,0.9177753,1.0182359,0.0,0.90947366
5,1.7031784,1.1123931,0.0,1.7937083,0.23462442,0.0,0.09028444,0.0,0.0,0.017959565,0.20265214,0.9578124,0.0,0.86277807,1.5479138,0.27939385,1.5993533,1.4957352,0.0,0.17077166
6,0.9553608,0.5679734,0.42240605,0.8394004,0.46547407,0.31358632,0.36757156,0.6686959,0.0,0.0,0.12867603,0.72255224,0.37751,1.0310488,0.79283065,0.548271,0.7407578,0.7402775,0.35462427,0.7136657
7,1.2209694,0.90753293,0.15162817,1.2155015,0.72467417,0.07773095,0.5232904,0.4223048,0.0,0.0,0.22266755,0.5307983,0.08750594,0.7656544,0.9690846,0.8249985,1.0389272,0.97350883,0.3230688,0.37486538
8,1.2451484,0.5282812,0.0,1.2607958,0.0,0.021331966,0.0,0.26517528,0.0,0.0,0.05795081,1.2735238,0.022301257,1.1592596,1.3018732,0.0,1.1968029,1.1475884,0.0,0.6356973
9,1.798801,1.1202884,0.0,1.7271335,0.0635792,0.0,0.006717235,0.13566294,0.0,0.0,0.15845396,1.1224871,0.0,1.166773,1.5950754,0.09008452,1.5444798,1.5255642,0.0,0.33978045
10,0.78925765,0.4923262,0.6314219,0.6124765,0.62280625,0.46623653,0.51695323,0.8519324,0.0,0.0,0.12938093,0.58783907,0.5623443,1.0412686,0.5831421,0.7236154,0.5223103,0.549124,0.5621207,0.816098
11,0.47433254,0.057475474,0.9450989,0.16226664,0.24016953,0.7459289,0.2749131,1.1402551,0.0,0.0,0.0035700276,0.8755033,0.9072127,1.3958857,0.3964376,0.31335938,0.17407006,0.28217542,0.5569426,1.2459958
12,0.7144875,0.54236716,0.5007463,0.80764437,0.8858717,0.37964967,0.63593215,0.5677832,0.0,0.0,0.20865604,0.33953238,0.4166407,0.5466627,0.5766273,1.0131185,0.68741816,0.57308936,0.5579257,0.49609518
13,1.3149488,0.71497345,0.0,1.3444033,0.08548504,0.0,0.00886631,0.24901563,0.0,0.0,0.1219952,1.043845,0.0,1.007648,1.2665024,0.12576073,1.2318871,1.1666162,0.0,0.49024415
14,0.87371457,0.35848022,0.30893517,0.91233504,0.13734224,0.27642456,0.06322077,0.46551955,0.0,0.0,0.08230193,0.9565923,0.30987978,0.9633296,0.91455543,0.19281095,0.86252844,0.7953776,0.07781145,0.70267665
15,0.5986967,0.32105234,0.5728696,0.6681551,0.60121,0.46403015,0.4258603,0.6215263,0.0,0.0,0.13998263,0.55656284,0.5183481,0.7059519,0.5678586,0.7053339,0.6025844,0.50933653,0.44994286,0.6729085
16,1.66378,1.0956097,0.0,1.6567048,0.2758636,0.0,0.15631488,0.14532936,0.0,0.0,0.19125468,0.9325399,0.0,0.9788008,1.4548692,0.32500654,1.4666146,1.4107325,0.0,0.27925816
17,0.96813124,0.6300543,0.3208249,0.9796938,0.58311117,0.23919976,0.4167533,0.509425,0.0,0.0,0.17042074,0.6154245,0.27029628,0.8012804,0.8289391,0.67665535,0.86010563,0.79268396,0.32885182,0.538623
18,0.76156497,0.4214942,0.6608703,0.55763066,0.5131918,0.49680573,0.4413824,0.8878162,0.0,0.0,0.10220928,0.6752564,0.60234386,1.127924,0.583664,0.60464114,0.48644415,0.53018314,0.5265839,0.8935768
19,0.6665354,0.45611307,0.6023882,0.66786784,0.7817983,0.45944846,0.5868738,0.6995456,0.0,0.0,0.17062853,0.42809817,0.5239965,0.7201391,0.52706856,0.9004706,0.57125294,0.50605047,0.58066523,0.64918286
20,0.88669395,0.34144175,0.6530632,0.49812335,0.07768959,0.49711862,0.15754849,1.0129128,0.0,0.0,0.009839982,1.0555851,0.63526535,1.5830302,0.7280165,0.12614033,0.46783543,0.6147752,0.34405226,1.1532705
21,0.7862056,0.607895,0.4917283,0.823538,0.89596033,0.3605727,0.6595484,0.606318,0.0,0.0,0.21046372,0.3454074,0.4041435,0.6208655,0.6003653,1.0222499,0.6925938,0.60506463,0.5747874,0.51151985
22,0.81437534,0.23792505,0.6169044,0.52015543,0.0,0.49307516,0.052342743,0.9130026,0.0,0.0,0.0,1.1151172,0.6150324,1.4951955,0.7518915,0.020994961,0.5104444,0.61396486,0.24621755,1.1264594
23,1.5682898,1.1204875,0.0,1.5888731,0.5252093,0.0,0.34557545,0.18828398,0.0,0.0,0.2298874,0.72154194,0.0,0.82605064,1.314411,0.5992985,1.3816984,1.3057808,0.040594846,0.22361398
24,0.32568258,0.36480203,0.7569,0.54964924,1.2490137,0.58878803,0.8911542,0.637051,0.0,0.0,0.2496995,0.0,0.6332715,0.19400546,0.22552028,1.4187914,0.440893,0.2547155,0.8437104,0.45691645
25,0.588224,0.0,0.28211424,0.8758466,0.0,0.32961327,0.0,0.24270847,0.0,0.0,0.029250309,1.1469063,0.32990462,0.7541429,0.92220604,0.0,0.9020066,0.7227167,0.0,0.70006764
26,1.2747309,0.6890124,0.19731712,1.0585883,0.10907027,0.13610572,0.11013061,0.5949663,0.0,0.0,0.085435495,1.0499328,0.19200215,1.3368948,1.1037644,0.15168715,0.9575588,1.0141549,0.0793969,0.75674874
27,0.9392205,0.2888811,0.25431025,0.92934906,0.0,0.2485146,0.0,0.4595103,0.0,0.0,0.029122658,1.2019837,0.28700262,1.1643255,1.0356979,0.0,0.9075545,0.8723551,0.0,0.8098348
28,1.2979677,0.80189514,0.0,1.469976,0.3206659,0.0,0.14602298,0.0996936,0.0,0.0062497333,0.18399292,0.8385732,0.0,0.70339066,1.2491577,0.38309255,1.3259909,1.1831977,0.0,0.27868265
29,0.2595182,0.061316125,1.0369875,0.118813574,0.67766476,0.8149332,0.5681302,1.077988,0.0,0.0,0.08407737,0.4860093,0.9560293,0.9566283,0.17567152,0.7961205,0.10403448,0.11633292,0.78710365,1.0477296
