,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.3001099,0.2422339,0.4486029,1.3002951,0.36711526,0.40136322,0.30405676,1.0728415,0.0,0.065448835,0.13470665,1.2912549,0.4494991,1.5179377,1.2034485,0.4758256,1.231127,1.0956647,0.14741504,1.3499193
1,2.1603627,0.564546,0.0,1.9645152,0.13055742,0.0,0.17005774,1.190815,0.0,0.051968604,0.0,1.5972269,0.0,1.9963043,1.8286225,0.20226341,1.824826,1.7088518,0.0,1.4001474
2,1.3178079,0.2411806,0.5173396,1.2360164,0.4673204,0.44479355,0.41895953,1.2254894,0.0,0.0,0.0,1.1433928,0.5004321,1.5611904,1.1446505,0.58699656,1.161522,1.0504212,0.24550623,1.4405344
3,0.834682,0.10597483,0.7430533,0.95025015,0.5726903,0.6774902,0.43993375,0.9898621,0.0,0.10470396,0.27068144,1.0367188,0.73232836,1.1956196,0.8483943,0.71487015,0.91084236,0.76166546,0.38620844,1.2761626
4,1.6960713,0.14978507,0.310844,1.4577086,0.0,0.25850004,0.0,1.4201988,0.0,0.0,0.0,1.7918751,0.32813552,2.1634853,1.5091641,0.0,1.4025563,1.3235116,0.0,1.761558
5,2.3219852,1.1165789,0.0,2.5569541,0.53495723,0.0,0.36611193,0.2974977,0.0,0.7356324,1.0011461,1.2935538,0.0,1.1733289,2.0721593,0.7071352,2.3212316,2.0615115,0.0,0.44273734
6,1.2809637,0.33143413,0.5564278,1.2088491,0.72757864,0.4691074,0.6391268,1.214657,0.0,0.06746748,0.041339576,0.83270645,0.5184759,1.3739102,1.0481427,0.89013565,1.1126945,0.9995134,0.38210726,1.3367124
7,1.6429935,0.8230013,0.14241934,1.7182312,1.1257608,0.09979975,0.9295431,0.8106976,0.0,0.47287866,0.5500523,0.4537299,0.09576577,0.94363075,1.295186,1.371196,1.5244818,1.3461139,0.2987204,0.7723868
8,1.7213496,0.38381732,0.0,1.8364794,0.0,0.0,0.0,0.7252526,0.0,0.21479103,0.42528737,1.9652224,0.0190835,1.7210054,1.7287779,0.0,1.7520854,1.5616264,0.0,1.1677916
9,2.4227471,0.9579592,0.0,2.4800127,0.27695668,0.0,0.20696402,0.615319,0.0,0.48521405,0.603472,1.5463401,0.0,1.585393,2.1266897,0.39578366,2.2714562,2.063072,0.0,0.8010777
