,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.68081486,0.2932931,0.25103453,0.58790493,0.11522469,0.22281045,0.07725467,0.31472543,0.0,0.0,0.0,0.6474558,0.26242888,0.81247115,0.6900436,0.14623347,0.5548734,0.57366645,0.07433961,0.38209698
1,1.2101083,0.720334,0.0032249987,0.88604945,0.0,0.0,0.028194785,0.18894978,0.0,0.0,0.0,0.84015775,0.03652361,1.1756636,1.039545,0.0,0.78526026,0.9430777,0.0,0.19858122
2,0.7096361,0.36042494,0.29808483,0.55148625,0.18596312,0.2391599,0.14896812,0.37469873,0.0,0.0,0.0,0.61315477,0.2980517,0.88209474,0.6565392,0.2195203,0.50760454,0.561576,0.1616986,0.3702077
3,0.3952692,0.083336264,0.38704276,0.43552846,0.22801046,0.3418314,0.1320647,0.38402918,0.0,0.0,0.0,0.5141278,0.3804843,0.5914829,0.4889243,0.2792383,0.43295154,0.36981487,0.1709415,0.45980603
4,0.94053215,0.43025544,0.18652634,0.6208121,0.0,0.15882325,0.0,0.32276368,0.0,0.0,0.0,0.8678892,0.23113264,1.2015952,0.87618196,0.0,0.5831964,0.74478805,0.0,0.41927993
5,1.237468,0.7864736,0.0,1.2433534,0.1390166,0.0,0.025157884,0.0,0.0,0.0,0.0,0.7031696,0.0,0.6668357,1.1471334,0.1330333,1.0987526,1.0547005,0.0,0.0
6,0.6949571,0.41957852,0.3306683,0.5501467,0.33445698,0.2486926,0.2531361,0.40346378,0.0,0.0,0.0,0.51153845,0.30887797,0.81787384,0.5950453,0.37491843,0.48882976,0.5283614,0.26785374,0.3152064
7,0.89139295,0.6786383,0.14579326,0.83551073,0.5258567,0.0932529,0.3491513,0.24430485,0.0,0.0,0.0,0.40408644,0.10086548,0.6346651,0.7108067,0.5597862,0.7078527,0.6850811,0.27433747,0.059906214
8,0.88851285,0.3165613,0.0,0.84523106,0.0,0.056068987,0.0,0.075133175,0.0,0.0,0.0,0.8788692,0.0421817,0.83909607,0.9881332,0.0,0.8119148,0.8141568,0.0,0.33664262
9,1.320626,0.81569993,0.0,1.175096,0.018366307,0.0,0.0,0.0,0.0,0.0,0.0,0.8135668,0.0,0.91579294,1.1895206,0.005260229,1.0394971,1.0897516,0.0,0.015010476
10,0.5779691,0.38357034,0.48746428,0.3868184,0.4608568,0.34906945,0.36816198,0.5447873,0.0,0.0,0.0,0.41641977,0.4442585,0.8439788,0.4380321,0.5151831,0.33324724,0.3952034,0.4374805,0.37019065
11,0.34388554,0.047183275,0.6985699,0.043014348,0.17606664,0.5334983,0.21386623,0.7255378,0.0,0.0,0.0,0.58226687,0.6911894,1.0849428,0.31990114,0.23587166,0.076116204,0.21707086,0.39035922,0.69849443
12,0.50293565,0.38290662,0.38002777,0.55982184,0.6447195,0.28610483,0.42192295,0.39560634,0.0,0.0,0.0,0.25382042,0.31422132,0.44037786,0.42028102,0.7061949,0.48199853,0.38970786,0.42801434,0.21589972
13,0.94618857,0.47894868,0.0,0.91385555,0.029406488,0.025441438,0.0,0.08034679,0.0,0.0,0.0,0.7363547,0.0053382814,0.75397813,0.950636,0.038395226,0.8395551,0.82478166,0.0,0.20321882
14,0.61274606,0.20173128,0.22020012,0.6090162,0.07010245,0.22060172,0.018495262,0.26117432,0.0,0.0,0.0,0.65608275,0.23919411,0.70148087,0.6945497,0.101644695,0.5893796,0.55795145,0.003807366,0.3976981
15,0.41159123,0.19629346,0.41843024,0.45077443,0.4269333,0.34127736,0.27575374,0.4189937,0.0,0.0,0.0,0.38570842,0.3828498,0.5319701,0.42556477,0.48550802,0.4192701,0.34775558,0.3130193,0.37196928
16,1.2171688,0.7966536,0.0,1.1371629,0.17804214,0.0,0.08404133,0.0,0.0,0.0,0.0,0.68491006,0.0,0.77509904,1.0792661,0.17688563,0.99610245,1.0011482,0.0,0.0
