,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.2065277,0.40843916,0.5229265,1.1781077,0.29745182,0.3994919,0.22992,0.9290663,0.0,0.06637127,0.24685442,1.2909944,0.45917925,1.4427298,1.1215663,0.38321194,1.1024427,1.0053223,0.17029017,1.1561828
1,2.021135,0.82583964,0.09715843,1.7743127,0.062283218,0.0,0.09545466,0.9938024,0.0,0.09540807,0.103970915,1.592902,0.0,1.9062697,1.7053652,0.11078817,1.6302044,1.5824814,0.0,1.161531
2,1.2274523,0.43307737,0.59781396,1.1162182,0.39431065,0.43887156,0.33727348,1.0651231,0.0,0.0404166,0.1634464,1.1976745,0.50993204,1.4992363,1.0676742,0.49062988,1.0321453,0.9616475,0.2670617,1.2290934
3,0.76621735,0.2162764,0.7487817,0.8655717,0.4972098,0.6356496,0.36024052,0.87944746,0.0,0.071116984,0.35241055,1.0567098,0.6985686,1.137499,0.7903859,0.6144872,0.81792116,0.68970186,0.3827849,1.1114951
4,1.5838153,0.41476384,0.45266345,1.3043532,0.0,0.2881501,0.0,1.2059946,0.0,0.0,0.0,1.7442226,0.3759495,2.04228,1.4059598,0.0,1.2437639,1.2260752,0.0,1.49833
5,2.1601982,1.2339542,0.0,2.3451664,0.42172468,0.0,0.2563294,0.21582294,0.0,0.46703115,0.78290826,1.2550373,0.0,1.127098,1.9326437,0.54749495,2.11225,1.9044828,0.0,0.32965344
6,1.1950636,0.5143466,0.63004875,1.0951506,0.63928765,0.4561675,0.53883934,1.064379,0.0,0.087882206,0.22292465,0.95494515,0.5222477,1.3422246,0.97892404,0.7725371,0.9866001,0.9099043,0.39941913,1.1352359
7,1.5338378,0.9614378,0.25349647,1.5751555,0.9990187,0.12084514,0.7911854,0.70793194,0.0,0.33319235,0.56694704,0.63340056,0.13057107,0.96145654,1.2110747,1.1970913,1.3701859,1.2270253,0.33567423,0.626413
8,1.5932276,0.53396225,0.08259165,1.6695776,0.0,0.049018025,0.0,0.5946524,0.0,0.1352432,0.37611294,1.7906644,0.07324487,1.5912029,1.6088889,0.0,1.5891498,1.4482248,0.0,0.99472505
9,2.2594059,1.1414737,0.0,2.2621174,0.18381011,0.0,0.11482486,0.48348182,0.0,0.333596,0.5157376,1.496109,0.0,1.5123158,1.9831605,0.26580077,2.055252,1.9104884,0.0,0.63588727
10,0.97548187,0.39795804,0.89572215,0.7938158,0.81903946,0.6692403,0.7174805,1.2898145,0.0,0.017243564,0.10102266,0.7590519,0.76135254,1.3392416,0.71625626,0.9726559,0.69975245,0.65692335,0.64571124,1.2934381
11,0.5752803,0.0,1.3380513,0.22189862,0.29671106,1.068047,0.33950698,1.716593,0.0,0.0,0.0,1.2342292,1.2296675,1.8513985,0.46714815,0.3589099,0.2532295,0.2919811,0.6744319,1.9387128
12,0.91565824,0.6211274,0.6590084,1.0422311,1.1921825,0.51335883,0.93132216,0.7964233,0.0,0.2648555,0.572482,0.38957143,0.54636866,0.70923865,0.7225142,1.4166584,0.8928848,0.7399726,0.65348864,0.73350555
13,1.6735837,0.7551433,0.03226638,1.7670736,0.20270458,0.0,0.1071322,0.5459078,0.0,0.24219567,0.49907976,1.4258341,0.0,1.353986,1.5719085,0.28561753,1.6310797,1.4759202,0.0,0.7854639
14,1.1260607,0.36824974,0.47254598,1.2051259,0.24636784,0.3873217,0.15351158,0.77420026,0.0,0.101232745,0.35828233,1.3342896,0.43434876,1.3242774,1.1291461,0.32901722,1.139012,1.0082328,0.106828064,1.0593542
15,0.77644205,0.35605276,0.7698961,0.8716571,0.8226732,0.6326194,0.6336689,0.8914615,0.0,0.13614383,0.41891456,0.7388948,0.6886885,0.95697016,0.70375913,0.9886349,0.78557646,0.65383714,0.5478534,0.9884012
16,2.09558,1.1578319,0.0,2.1640697,0.45546725,0.0,0.32250556,0.43922463,0.0,0.38588533,0.62118286,1.2157748,0.0,1.2611859,1.8132885,0.5796835,1.9437797,1.7783341,0.0,0.51758236
