,0,1,2
0,0.8916266,-1.449998,0.40670866
1,0.20348802,-1.3017669,0.98825204
2,0.696661,0.5162283,-0.89335424
3,1.6331066,-0.49943683,-1.0690374
4,-0.99950844,-0.3054952,1.3937342
5,1.4296855,0.23491538,-1.4214618
6,1.3987689,-0.49365455,-0.8539426
7,2.2280025,-1.3954556,-1.0082581
8,-0.29226312,0.36842018,0.1689032
9,0.8386147,1.4000522,-1.7234757
10,0.20246476,-0.42472276,0.26977247
11,0.31944072,-0.6863163,0.36273533
12,0.14240623,-1.740533,1.34389
13,1.0370106,-0.6217265,-0.37982458
14,0.33634433,-0.35732946,0.15893956
15,0.7957551,0.38277695,-0.90086144
16,1.6221232,-1.340952,-0.39891106
17,1.8877605,-1.2529573,-0.77145463
18,0.024026372,-1.049547,0.9423488
19,-0.13341814,0.58900595,-0.12875558
20,0.45253286,-0.90458703,0.36050278
21,0.35859945,-0.32122198,0.0735707
22,0.39571154,-1.3461493,0.8028544
23,0.47992402,-0.54513013,0.12434872
24,0.5749958,-1.2800155,0.5614408
25,2.049677,-0.99486995,-1.1479268
26,1.4007812,-1.3679917,-0.13820751
27,-1.5608823,2.0514798,0.24354881
28,1.2642912,-1.1750096,-0.21735747
29,0.2911979,0.07559291,-0.16139598
30,0.37270722,0.23361635,-0.37675917
31,0.8425259,0.007426413,-0.6647473
32,0.7954154,0.8359796,-1.2829123
33,-0.02478408,-1.310351,1.1778775
34,0.7651897,-0.5364436,-0.19265796
35,0.8956134,0.099436164,-0.79274637
36,0.245184,-0.72896844,0.4838903
37,-0.11744892,0.5074262,-0.08270253
38,0.6025644,-0.55159193,0.00063960254
39,0.07795141,1.2527672,-0.85534805
40,0.79119205,-0.21815538,-0.45534664
41,1.7748293,-1.7934412,-0.21945013
42,-0.3889678,0.11521424,0.4700101
43,-1.1048939,0.53013706,0.9304951
44,2.2914402,-1.9946053,-0.6495955
45,2.2833374,-2.406353,-0.2908724
46,1.4164416,-1.7028718,0.03154397
47,0.7401439,-1.8170316,0.7964582
48,1.72022,-1.3435214,-0.5350136
49,1.0311803,-1.103145,-0.02949576
50,2.2240455,-1.1330956,-1.2596357
51,-0.33992177,-0.85057485,1.183655
52,0.4030529,-1.0489728,0.55398154
53,2.8461444,-1.4108707,-1.5658836
54,0.69693595,0.17420684,-0.6701233
55,-0.34063327,0.10794078,0.4391564
56,0.74699605,-0.7431331,0.020879
57,0.39813328,0.26446986,-0.36349803
58,-0.53357935,-0.66310847,1.2318702
59,-0.11370055,-0.07475136,0.356117
60,0.9076276,0.23617679,-0.8647775
61,1.1771187,-1.6678412,0.20893118
62,-0.43941653,1.1665796,-0.2862652
63,0.28119132,0.82043695,-0.7323875
64,1.2629849,-1.1377149,-0.19976409
65,-0.40728062,0.21460225,0.40892106
66,-1.268548,-0.004725948,1.440589
67,0.55406517,0.7060971,-0.8858953
68,-0.019087955,0.23899841,0.04919058
69,1.2688786,-0.648317,-0.6051503
70,0.67913085,0.70167935,-1.0192071
71,0.79079247,-0.014241869,-0.57703775
72,1.2972366,-1.8789485,0.3219826
73,1.6912792,-0.3989293,-1.1675184
74,1.3330388,-0.3619534,-0.8673251
75,1.0877382,0.31387806,-1.1743944
76,1.3031154,-2.2360392,0.5505609
77,0.9112213,-0.96492,-0.029837117
78,0.9475585,-0.04351724,-0.7073454
79,0.70547503,-0.18310848,-0.38215667
80,0.004028879,0.22123206,0.012693331
81,0.63869584,-1.2844082,0.53755635
82,0.36743966,-0.42746177,0.12749681
83,0.7570782,-0.8397721,0.08819042
84,0.6893336,-0.0652003,-0.47652608
85,0.8367863,-0.9085055,0.029992923
86,-0.1765343,-0.79677707,0.9909001
87,0.5332086,-0.14793512,-0.25719637
88,-0.42550895,0.301305,0.36332744
89,1.2029942,-1.2015041,-0.12389888
90,1.895977,-0.6323119,-1.2695782
91,2.2625926,-2.3416286,-0.3302074
92,0.5724208,-0.926852,0.2963252
93,-0.09955089,-0.7349988,0.8198032
94,-0.16492978,-0.74673396,0.91060656
95,1.323497,-1.4311444,-0.07879503
96,0.105056144,-0.6222943,0.55076987
97,0.3656587,-1.6000752,1.0458533
98,0.42120367,0.5932407,-0.6838314
99,0.6588775,-0.23410392,-0.29212528
100,1.1720909,0.11780554,-1.0936478
101,1.1828119,0.36611986,-1.282037
102,0.7096843,-1.1743338,0.32550448
103,1.4713944,-1.442722,-0.21320595
104,1.0195626,-1.0578452,-0.030064166
105,1.805315,-1.7630203,-0.3056904
106,0.0351576,-0.636261,0.64681464
107,0.7304004,0.0517056,-0.5956624
108,0.2536248,0.34148848,-0.31448793
109,0.4160494,0.30088562,-0.46652412
110,-0.6726942,0.6659242,0.29312
111,1.2161132,0.3986992,-1.3142152
112,0.3330173,0.12864062,-0.19034599
113,0.13890734,-0.32566246,0.29852325
114,0.3603068,-0.26693752,-0.010145336
115,2.0282655,-1.1606321,-1.0013031
