,0,1,2
0,0.88669705,-1.4545385,0.4017302
1,0.20184141,-1.3029833,0.9865809
2,0.6801237,0.49973696,-0.9098334
3,1.6173778,-0.51504135,-1.0847805
4,-1.0005705,-0.30638543,1.3927687
5,1.4104372,0.21568167,-1.4406823
6,1.38433,-0.5080129,-0.8683761
7,2.2142916,-1.4090189,-1.0220281
8,-0.30207,0.35859755,0.15920945
9,0.8153431,1.3765949,-1.7466351
10,0.19474539,-0.43237564,0.26211578
11,0.3127869,-0.6928208,0.35611832
12,0.14371452,-1.7388633,1.3451844
13,1.0257212,-0.63283044,-0.3911159
14,0.32789025,-0.36544818,0.15048793
15,0.77941155,0.36645854,-0.9171489
16,1.612075,-1.3506479,-0.40903205
17,1.8752351,-1.2653193,-0.7840244
18,0.021598462,-1.0517095,0.93994194
19,-0.14542836,0.5770425,-0.14066954
20,0.44624,-0.9108367,0.35425937
21,0.34952372,-0.33010933,0.06452714
22,0.39299014,-1.3485498,0.80012167
23,0.47157747,-0.5532484,0.11601754
24,0.57066506,-1.2840949,0.557106
25,2.0343537,-1.0101584,-1.1632719
26,1.3923936,-1.3759345,-0.14667721
27,-1.5732907,2.0391676,0.23131138
28,1.2549971,-1.1841536,-0.22666417
29,0.27994636,0.064459875,-0.17259224
30,0.3598327,0.22077306,-0.389562
31,0.82832223,-0.006697092,-0.67891365
32,0.7758583,0.81621814,-1.3023597
33,-0.025297444,-1.310594,1.1773827
34,0.75486696,-0.54665613,-0.20295389
35,0.88045156,0.08431511,-0.80786395
36,0.23936328,-0.7345709,0.47809488
37,-0.12902568,0.49590993,-0.09418775
38,0.5934686,-0.56048965,-0.008440301
39,0.06025489,1.2349427,-0.87291247
40,0.7786759,-0.23059976,-0.46782458
41,1.7667098,-1.8011825,-0.22766064
42,-0.39645207,0.10781253,0.46261954
43,-1.1102825,0.52503633,0.925196
44,2.2810066,-2.0049174,-0.66009396
45,2.275897,-2.4134498,-0.29842824
46,1.4096516,-1.7094271,0.02470982
47,0.7382424,-1.818627,0.7945264
48,1.7093083,-1.3542423,-0.5459693
49,1.0229088,-1.1112275,-0.03777632
