,0,1,2
0,3.918454,-1.0107094,1.5562168
1,4.264132,-1.5294354,2.311785
2,2.625709,0.65228754,0.67601943
3,2.557454,-0.1645304,1.8034407
4,3.9001102,-0.06513521,0.6531961
5,3.4406679,-0.81555027,2.2524292
6,3.7235024,0.6289899,-0.32160896
7,4.403081,-1.8456565,2.7253623
8,3.7964303,0.16555916,0.3062535
9,3.2548935,-0.0636439,1.0564145
10,4.179683,-0.26449996,0.4396814
11,3.170035,0.45727426,0.5793184
12,2.8268087,0.18154602,1.1297792
13,4.598664,-1.3035846,1.6414322
14,3.6389353,-1.2856911,2.6219342
15,3.8276024,0.048327908,1.0030602
16,2.7976553,0.3361727,1.4625683
17,2.9117932,0.6336965,0.8330568
18,4.112906,-1.4828397,2.4231825
19,2.4844148,0.15018214,1.7268001
20,4.5291615,-1.1109437,1.7766321
21,3.4206696,-0.051302,1.1074542
22,3.5533152,-0.061433077,0.6238177
23,3.1344635,-0.065919176,1.4079218
24,2.713342,0.70511127,0.9441001
25,3.3136833,1.0365269,-0.065922596
26,3.446189,0.6657632,0.572395
27,4.8895364,-1.375108,1.6280085
28,4.166033,-0.13299717,0.51471585
29,2.7038662,0.030230433,1.7771976
30,3.973203,-0.2559274,0.863054
31,3.4502175,-0.5013253,1.8423812
32,2.588765,0.10250361,1.3102127
33,1.0741667,0.86748624,1.7999659
34,2.8944721,0.68809074,0.962565
35,3.3382387,-0.8422975,2.4028678
36,4.0132113,0.5808811,-0.124801636
37,3.700527,-0.79112947,1.7500163
38,4.2657886,-0.22170475,0.6326583
39,3.0712273,0.60700935,0.19407903
40,4.13074,-1.4726837,2.2644298
41,3.703887,0.38973457,0.689693
42,3.4022708,0.5520067,0.07493667
43,2.322809,0.51942545,1.2852536
44,1.9633944,0.33296436,1.5923946
45,2.2183433,0.7902036,0.30385745
46,2.3157089,0.13207631,2.0979586
47,3.856724,-0.09629609,1.0646155
48,2.295636,0.60430527,1.0709826
49,4.1436195,-1.4978001,2.6347811
50,3.0398648,1.1198853,-0.16364716
51,2.3176389,0.28650373,1.4224608
52,4.1957245,-1.7163599,2.5460114
53,1.7363604,1.1983497,0.89029366
54,4.228589,-1.7053304,2.6504843
55,2.2519014,1.5171031,0.25584584
56,1.9750253,1.1224428,0.7935036
57,1.4405689,0.9487157,1.7091668
58,1.8392444,0.5464425,1.3794116
59,3.037803,0.09256701,1.6019613
60,1.4421431,0.081481874,2.120018
61,1.8770224,0.7599522,1.31407
62,1.9402397,0.26114273,1.3763168
63,3.4255805,-0.34363073,1.2258818
64,2.90944,-0.73747957,2.3194413
65,3.239811,-0.008496448,1.3167772
66,2.2030873,0.30455488,1.7178867
67,2.9451766,-1.1437103,2.4370427
68,3.1742237,-0.7114935,1.8957392
69,3.5416632,-0.61417955,1.0607787
70,3.5667264,-0.30934274,1.3322738
71,4.249353,-1.2312725,1.7794546
72,3.536727,-0.6561094,1.5475717
73,2.7530878,1.0393984,0.41350758
74,4.281303,-1.0271202,2.2981606
75,3.8921676,-0.33581102,1.4272001
76,4.027553,-0.8803722,1.1904032
77,3.6352258,-0.5850891,1.2286466
78,4.1382666,-0.8757609,1.4140671
79,3.2998734,0.32313687,0.71305925
80,4.4062476,-1.0277174,1.5948585
81,3.2134233,0.3542493,0.4400084
82,3.7752066,-0.94535065,1.9585744
83,2.7644455,-0.47789913,1.7429751
84,4.4802217,-1.6343607,2.2097716
85,2.5235987,0.33077663,1.6124946
86,2.4224799,-0.37264782,2.3962054
87,2.668325,0.40817004,1.072094
88,5.2648263,-1.03157,0.8397527
89,1.6207143,0.54572177,1.7008744
90,3.4672427,0.5116288,0.25170493
91,2.4409602,-0.20964059,2.1582353
92,2.8443546,0.25927168,1.1327041
93,3.5103767,-0.5762803,1.9829646
94,1.7583717,1.6067572,0.54914194
95,2.8014028,-0.48935515,1.7499415
96,2.4244668,-0.16853154,1.8973716
97,2.1132774,0.86097753,0.84252435
98,2.2356167,-0.15462267,2.217415
99,2.9781368,-0.11077322,1.4232136
100,4.944778,-1.0205842,0.9233566
101,2.672883,0.3190503,1.1048995
102,2.7909653,-0.49232358,2.9310448
103,3.1644351,-0.20394176,1.5863461
104,2.278134,-0.19640721,1.9314512
105,3.2166142,0.08177066,0.95042306
106,4.688174,-0.6276336,0.99167496
107,3.290966,0.7813393,0.6018112
108,2.5116255,-1.3296309,3.5263212
109,2.4438078,0.38466626,1.2309268
110,2.1367974,1.9067702,-0.55801326
111,3.217463,0.67580336,0.51708645
112,4.4282155,-0.63224745,1.0971293
113,2.9912877,-0.44908547,2.2126665
114,3.4630075,0.39675534,0.44760156
115,5.2917542,-1.8540103,2.055832
116,3.1755095,0.4843673,0.66994786
117,3.8930707,-0.5028373,1.6175251
118,3.4914303,0.19713457,0.9039815
119,2.166655,1.8819938,-0.08698959
120,4.1467466,-0.63819253,1.4411244
121,4.580441,-1.2636148,2.1381984
122,2.6790214,-0.28143755,1.9431368
123,1.9880207,-0.037096873,2.4676967
124,3.0201411,-0.3446131,1.7974603
125,3.3821075,0.14982001,1.1368166
126,3.5171208,-1.313607,2.4560907
127,3.3863444,0.9951793,-0.20669731
128,2.2300644,1.1958574,0.6785261
129,4.5777726,-0.533828,0.86663777
130,2.5362046,-0.7429742,2.5436516
131,3.5617955,0.975899,-0.32109225
132,3.4464433,-0.0057404637,0.9606945
133,4.458233,-2.0551276,2.3152292
134,2.8464181,0.21904819,1.1406292
135,1.2621374,1.3051001,0.87874776
136,3.394809,-0.20723319,1.556658
137,3.1685014,0.28573793,0.6202677
138,1.8597571,2.147688,-0.90747565
139,4.0905685,-1.1693819,1.8524977
140,2.8263297,0.020126611,1.5020747
141,3.6201904,-0.96258646,1.9711717
142,4.296299,-1.9518703,3.0224113
143,2.289517,1.279152,0.4635393
144,4.376819,-0.3966484,0.9165682
145,3.1039906,-0.37331533,1.3172568
146,2.5298104,0.57931304,0.9057751
147,3.636664,-0.8006028,1.9770442
148,3.8631175,0.08369611,0.7960645
149,2.5494037,0.18453218,1.5453899
150,3.92896,0.44109988,-0.10641753
151,3.8805375,-0.9100397,1.9984313
152,2.9129534,-0.8665828,1.8986064
153,1.8918986,1.0117928,1.088887
154,2.6159334,0.25405622,1.6475619
155,2.7006004,-0.6856398,2.7295234
156,2.650012,-0.54464555,2.5188646
157,2.609142,0.51290166,1.1025136
158,1.8480369,0.51729167,1.6165037
159,2.7174656,0.9372823,0.05213587
160,3.260019,-0.11540742,1.2420888
161,3.4631233,1.2349478,0.30968767
162,3.0368307,-0.47214282,1.9903618
163,2.4370122,-0.15018488,1.3938369
164,4.1650167,-1.9410563,3.0985126
165,4.011904,-0.51150984,1.0980903
166,4.0327153,-1.0268826,1.97407
167,2.3066583,1.2467117,0.86905974
168,2.98633,-0.11349144,1.5209988
169,0.7758541,1.7973018,0.6200763
170,3.066849,-0.88053286,2.1992006
171,3.2117505,0.75023174,0.7616636
172,0.4439181,1.5003004,1.2380604
173,3.001301,0.710505,0.7089109
174,2.951734,1.4919429,-0.23996118
175,2.5086288,1.114489,0.17586137
176,2.7896273,0.38788247,1.2397807
177,4.176684,-0.65848947,1.7471
178,3.23569,-0.16228107,1.2979512
179,4.2321296,0.20781119,0.19004957
180,3.2361183,-0.5904215,1.8929027
181,2.309747,0.8939054,0.95282036
182,3.7872417,-0.9598151,2.5476565
183,2.3264582,-0.1296843,2.0388548
184,3.4635344,-0.85502493,2.024306
185,1.1998147,1.8384755,0.6125333
186,3.113164,-0.1982028,1.8663167
187,1.8401289,0.88755584,0.6281873
188,3.2449524,1.6162924,-0.59654677
189,2.6894286,0.43146807,1.2390114
190,2.8588653,-0.28112864,1.7120168
191,3.8531394,-1.8085655,3.1523497
192,2.6889398,1.4738995,-0.34733212
193,3.3869028,-0.050522633,1.4912977
194,2.3335783,-0.5860665,2.8419716
195,3.404585,-0.113138095,1.0125389
196,1.582113,0.5904926,1.480756
197,3.80261,-0.5551969,1.5004233
198,2.0050898,0.5644047,1.2522143
199,4.606651,-1.5741649,1.6685648
200,3.8603034,-1.2212737,2.1043496
201,2.4297297,1.0281171,0.3320719
202,3.624045,-0.8253835,1.5015707
203,2.4063509,1.3117511,0.33714062
204,2.502575,0.5574358,0.8688548
205,2.325748,0.17451169,1.9164811
206,3.1336482,0.61241263,0.51307684
207,2.4100025,0.35804045,1.7166468
208,1.8181483,0.5770134,1.7670965
209,2.1366334,0.83041817,1.1075342
210,2.1930268,-0.6882666,3.1232986
211,1.8261596,0.15463842,2.2865496
212,3.1879075,-0.08925018,2.0368629
213,4.132551,-0.6333499,1.352967
214,5.2173004,-1.9657139,2.231673
215,2.3635387,-0.31292617,2.4981878
216,3.4422503,-0.81518036,2.2073843
217,1.2662157,1.7735146,0.57115537
218,2.7064638,0.12104486,1.6408278
219,1.9443974,1.176394,0.94762295
220,1.7940574,-0.07846456,2.5289903
221,3.32517,-0.7478047,2.078159
222,4.1039424,-0.20519285,1.0931439
223,2.884873,-0.65136963,1.674943
224,2.8858566,-0.3622483,1.6289274
225,2.67133,0.40410256,1.2352513
226,2.0710003,1.0668429,1.1592084
227,2.978975,0.40452814,0.9260469
228,3.0432253,-0.07966627,1.60827
229,1.7003601,1.097951,1.0622317
230,5.4342413,-1.9675666,2.0967448
231,3.461239,-0.6524322,1.9031917
232,4.3449116,-1.2809697,1.5640419
233,1.8364232,0.66595954,1.1475159
234,2.9370413,0.27310133,1.5214295
235,3.7221391,-0.3501327,1.5216899
236,5.2361956,-1.9596629,2.3569658
237,4.2635565,-0.7965839,1.2096938
238,1.8661871,0.9514148,1.1420774
239,3.4632185,0.10915597,1.1852969
240,3.7998698,0.6850068,0.17733751
241,2.8098643,0.22623096,1.220998
242,0.98337376,2.0790963,0.50002754
243,2.203758,0.8532927,0.76695764
244,3.4419339,0.26696742,0.5686687
245,2.3558536,0.1832137,1.5800084
246,2.4602456,-0.586752,2.7343988
247,2.1603315,0.5906487,1.3638556
248,3.4095745,-0.5977829,1.6054708
249,3.7406077,-0.059536964,1.2936773
250,2.587493,-0.46667677,2.5928004
251,3.6889007,-1.0853063,1.9872445
252,4.317554,-0.64476943,1.3983114
253,0.7257247,1.4879392,1.3763043
254,3.2405832,-0.70277756,1.7974263
255,4.5139856,-0.122885495,0.5560745
256,2.2490184,1.2769903,0.3411429
257,2.7989151,-0.41152704,1.9915446
258,4.053597,-0.27164719,0.20214482
259,1.2054516,2.154619,0.033086613
260,3.0049958,-0.054381475,1.4648255
261,2.6707997,0.6402651,0.7840814
262,1.6444634,0.79905427,1.2882307
263,3.508027,-1.5551461,2.854307
264,4.36382,0.03134501,0.79109067
265,3.9665134,-0.533609,1.5842569
266,3.6413934,0.30983037,0.9224977
267,3.7680764,-0.6088749,1.8132466
268,4.059141,-1.2154913,1.9367336
269,3.5140126,-0.27980813,1.3287449
270,4.1856523,-0.27719113,0.70167667
271,2.2970054,-0.44475973,2.335503
272,3.2090297,-0.6578065,2.2846134
273,4.301115,-0.116271615,0.84561366
274,2.773401,0.6217248,0.88389736
275,2.8511288,0.4286571,0.98946124
276,3.1425288,-1.441487,3.2546453
277,5.12256,-2.0850337,1.9871801
278,2.9069655,-0.25332314,1.4267288
279,2.1133578,0.5128587,1.2096114
280,3.2563064,0.049081966,1.5036135
281,1.7166353,0.48157096,1.6341351
282,4.034763,-0.6522412,1.3577979
283,1.6873105,1.3892584,0.56272495
284,4.1186476,-1.2474815,1.9990205
285,2.531204,0.30442905,1.0224572
286,2.3627982,0.17181797,1.2830838
287,3.3366227,-1.2037374,2.7267394
288,2.9359224,-0.04636392,1.3720869
289,2.5909798,0.56213045,0.633384
290,2.7112951,0.2267936,1.5134251
291,2.7757354,1.1194621,0.49026853
292,2.403953,0.15535168,1.5426589
293,2.5109673,0.6820829,0.87604743
294,3.6406834,0.20627873,0.8770943
295,1.8187227,1.1254871,0.8893214
296,3.3594775,0.28795063,0.7129605
297,3.0174181,0.17418282,1.1940291
